@relation R_data_frame

@attribute X1 numeric
@attribute X2 numeric
@attribute Class {1,2,3,5,6,7}

@data
3.693659,0.111247,2
3.288521,0.36634,2
5.790396,-3.078259,2
5.978653,-3.364262,2
5.626541,-2.585473,2
-1.367234,-0.252768,2
-1.328321,-0.642599,2
-1.353798,-0.366494,2
-1.342398,-0.44525,2
-1.456123,0.194516,2
-1.350133,-0.031535,2
-1.344407,0.127421,2
-1.173528,-0.437364,2
-1.284271,-0.020351,2
-1.230072,-0.00605,2
-1.248846,0.199435,2
-1.056602,-0.456455,2
-1.008456,-0.510181,2
-0.95264,-0.541408,2
0.895053,-0.353116,2
0.862532,-0.007378,2
2.07274,-0.201843,2
2.697932,-0.455021,2
5.017541,-1.529101,2
-1.520617,-0.338767,2
-1.412079,-0.278381,2
-1.444373,-0.222371,2
-1.259198,-0.576554,2
-1.250162,-0.473965,2
-1.287896,-0.141557,2
-1.370744,0.074901,2
-1.329034,0.01312,2
-1.222113,0.016758,2
-1.09568,-0.346867,2
-1.134607,-0.178901,2
-1.121752,-0.041904,2
-0.503774,-0.382973,2
-0.946198,-0.698773,2
-0.947388,-0.363401,3
-1.068452,-0.169822,3
-1.02206,-0.280915,3
-0.947243,-0.712496,3
-0.962114,-0.159556,3
-0.490708,-1.095346,3
-0.733933,-0.64444,3
-0.988151,-0.080679,3
-0.802831,-0.682271,3
-0.812972,-0.328721,3
-0.746767,-0.28244,3
-0.308651,-1.232014,3
-0.651071,-0.376866,3
-0.595033,-0.367002,3
-0.465975,-0.519469,3
-0.67031,-0.560882,3
-0.658753,-0.85676,3
-1.922734,2.712719,5
1.353598,-0.429375,5
2.209243,-1.783843,5
2.451087,-1.911422,5
3.66504,-0.211945,5
2.698775,0.840735,5
3.537701,0.070812,5
4.18193,-0.64031,5
0.178357,3.067442,5
0.154263,3.114492,5
4.349383,-0.863591,5
1.28704,0.033483,5
3.273236,-0.234953,5
0.669173,-0.093776,6
0.767094,-0.333271,6
0.575761,0.380695,6
0.645145,0.287857,6
-0.233302,2.045108,6
2.111662,1.022816,6
3.307622,0.677286,6
3.470408,0.378952,6
0.36496,4.624271,6
-2.793145,2.469012,7
-2.487163,2.346985,7
-0.593117,-0.407682,7
0.93456,0.044412,7
0.558611,1.495705,7
0.551277,1.111782,7
1.926508,2.577954,7
2.101876,2.235245,7
1.825192,2.744408,7
1.80981,2.71595,7
2.129807,2.202844,7
2.36326,1.870871,7
2.053435,2.39685,7
2.148375,2.236491,7
1.972965,2.571221,7
1.635591,2.963536,7
1.654523,1.490859,7
1.664621,2.882291,7
1.662797,2.960563,7
1.891091,2.632453,7
1.871532,2.710817,7
1.901364,2.672802,7
0.389357,4.218245,7
2.402964,1.952401,7
2.256285,2.140704,7
1.73831,2.898881,7
1.757371,2.736456,7
1.774127,2.719757,7
1.883759,2.584717,7
