@relation R_data_frame

@attribute X1 numeric
@attribute X2 numeric
@attribute Class {1,2,3,5,6,7}

@data
-22.455975,-7.028418,2
-40.305299,-47.09445,2
41.548588,-13.00798,2
28.68646,-11.210876,2
-33.214684,-40.405442,2
43.941034,-36.230227,2
-38.175341,-52.793378,2
-27.479029,26.687989,2
-22.544041,27.311199,2
-57.606332,-54.333691,2
47.46194,38.173685,2
10.754061,41.394448,2
3.897555,30.028326,2
-25.470583,45.607428,2
44.27458,21.537867,2
42.098133,23.777027,2
17.013548,37.292572,2
-40.084507,-14.908333,2
24.272146,-31.346192,2
16.451453,-24.990427,2
4.936738,-36.185623,2
6.418922,-29.112563,2
-51.707408,-36.265739,2
27.052331,-40.919832,2
19.80664,-30.231989,2
-42.082231,-31.914287,2
26.034296,-22.000152,2
11.57578,-28.428061,2
38.527081,73.72117,2
2.860713,-40.701099,2
1.471274,-11.210932,2
-33.813149,-5.587831,2
-36.014002,-8.690856,2
-14.029096,-45.770844,2
8.958197,30.002509,2
6.931612,37.763319,2
15.254518,-19.76222,2
-8.524504,-38.179144,2
21.669247,-4.301249,2
-51.94856,-31.669869,2
-32.715148,-22.015584,2
37.499909,-16.377381,2
42.789917,-19.126389,2
36.488449,-2.840692,2
9.773866,-22.918282,2
-39.868214,-21.403844,2
-36.75618,-36.629719,2
42.332044,-5.692259,2
-31.85637,-45.614852,2
-52.575228,-41.513094,2
-6.001649,4.247611,3
-0.71992,-15.033128,3
-21.482685,-12.454566,3
46.85616,-41.903001,3
-19.729618,-34.475309,3
-29.572134,17.71022,3
-11.704598,0.018405,3
20.525275,-45.522039,3
-3.108611,-10.633117,3
-0.731986,-5.833078,3
-7.14599,-3.855425,3
-37.689003,15.737899,3
-7.64602,-16.462063,3
-8.067657,-32.272303,3
-6.568423,-20.215307,3
-49.271337,-19.98127,3
-62.180365,-33.135134,3
54.036418,36.596411,5
43.316706,2.777824,5
43.227571,8.45384,5
39.566872,13.149768,5
19.736627,24.315777,5
22.995308,29.471568,5
17.326787,28.551057,5
11.995801,32.208782,5
-84.24441,-38.304143,5
-72.991288,1.692037,5
-10.971867,41.133856,5
-59.579935,-45.396758,5
-54.47095,-51.581312,5
-7.57971,24.047271,6
-5.796642,11.408461,6
-7.783291,29.254293,6
-4.152426,26.454437,6
-16.901756,59.399304,6
-4.669429,35.137983,6
-0.258568,42.23745,6
-28.653797,45.575713,6
-28.52462,51.743847,6
33.525695,33.650161,7
56.998864,43.675892,7
35.308805,73.915232,7
-17.802125,31.709282,7
56.186441,48.748061,7
22.207092,48.848716,7
-1.507674,63.463039,7
-0.592983,52.571721,7
43.649933,51.073873,7
40.700792,48.208014,7
6.293584,60.216445,7
15.670652,55.613905,7
-6.874397,55.315133,7
9.666614,56.129309,7
0.580871,58.410151,7
-10.490441,60.697075,7
28.907345,21.026651,7
-4.372221,58.686036,7
40.317251,54.812454,7
-6.970576,62.645733,7
36.020149,55.939762,7
32.001081,51.893684,7
48.665456,57.851857,7
5.914919,54.62019,7
13.245144,59.936001,7
36.853796,51.096973,7
41.827926,67.272136,7
34.931022,46.066591,7
38.582363,43.782322,7
