@relation R_data_frame

@attribute X1 numeric
@attribute X2 numeric
@attribute Class {M,R}
@attribute IsCC {FALSE,TRUE}

@data
-0.035634,-0.079427,M,TRUE
0.100924,-0.050679,M,TRUE
0.004905,-0.025512,M,TRUE
-0.231342,0.051322,M,TRUE
-0.02831,-0.003739,M,TRUE
0.154236,-0.058935,M,TRUE
0.344461,-0.003407,M,TRUE
0.110158,0.071176,M,TRUE
0.134853,0.041199,M,TRUE
0.134056,0.105745,M,TRUE
-0.660652,-0.261047,M,TRUE
-0.156533,-0.049694,M,TRUE
-0.119908,-0.066712,M,TRUE
-0.352726,0.14454,M,TRUE
-0.398096,0.139026,M,TRUE
-0.509438,0.122678,M,TRUE
-0.082231,0.068771,M,TRUE
0.080045,0.081902,M,TRUE
-0.105231,0.078588,M,FALSE
-0.536673,0.125381,M,TRUE
-0.21627,0.077557,M,TRUE
-0.386304,0.12409,M,TRUE
-0.366887,0.145075,M,TRUE
-0.734952,-0.019253,M,TRUE
-0.509462,0.133505,M,TRUE
-0.287846,-0.022175,M,TRUE
-0.071386,-0.026527,M,TRUE
-0.04278,0.033392,M,TRUE
-0.015643,0.041073,M,TRUE
0.04105,0.090108,M,TRUE
0.061235,0.053642,M,TRUE
0.004208,0.048513,M,TRUE
0.082191,0.035089,M,TRUE
-0.067265,-0.009387,M,TRUE
-0.039914,0.059501,M,TRUE
-0.07885,0.066885,M,TRUE
0.053986,0.031096,M,TRUE
-0.004958,0.025042,M,TRUE
-0.039991,0.009789,M,TRUE
-0.215208,-0.03124,M,TRUE
-0.14211,0.024844,M,TRUE
-0.278269,-0.128573,M,TRUE
-0.098854,-0.07431,M,TRUE
-0.050321,0.095997,M,TRUE
0.02919,-0.047165,M,TRUE
-0.007135,-0.068609,M,TRUE
0.035568,-0.077725,M,TRUE
