@relation R_data_frame

@attribute X1 numeric
@attribute X2 numeric
@attribute Class {1,2,3}
@attribute IsCC {FALSE,TRUE}

@data
51.592063,37.101432,2,TRUE
-4.968276,37.779424,2,TRUE
39.359369,35.918742,2,TRUE
19.782971,33.984047,2,TRUE
-58.931693,-39.760008,2,TRUE
35.856077,74.019174,2,TRUE
12.963725,52.534938,2,TRUE
-31.825189,29.868457,2,TRUE
-48.073231,28.035983,2,TRUE
18.25073,45.62882,2,TRUE
-26.222202,61.262281,2,TRUE
1.661015,46.08164,2,TRUE
26.437025,38.724238,2,TRUE
32.07782,-2.377916,2,TRUE
49.206603,9.622121,2,TRUE
19.591696,60.183982,2,TRUE
43.125034,56.801747,2,TRUE
39.846059,16.91047,2,TRUE
37.168457,7.342136,2,TRUE
27.970794,69.186393,2,TRUE
21.580503,50.390553,2,TRUE
30.546044,50.916529,2,TRUE
41.612276,46.529174,2,TRUE
34.022659,43.308333,2,TRUE
49.246113,2.303887,2,TRUE
68.115814,-47.189282,3,TRUE
62.1241,-51.988929,3,TRUE
64.9536,-57.11397,3,TRUE
57.55955,-48.546098,3,TRUE
-7.498437,-51.095679,3,TRUE
1.079188,-48.048842,3,TRUE
52.777583,-5.682124,3,TRUE
45.26182,-13.536623,3,TRUE
29.705852,-21.89181,3,TRUE
26.686183,-11.677117,3,TRUE
12.656043,-14.642152,3,TRUE
8.473465,9.819704,3,TRUE
19.232677,-12.221307,3,TRUE
35.557441,-13.597269,3,TRUE
20.067908,-61.929675,3,TRUE
0.019704,-31.119809,3,TRUE
56.053371,-20.880099,3,TRUE
20.240562,-31.777388,3,TRUE
25.323192,-37.302443,3,TRUE
49.436568,-61.248453,3,TRUE
56.709799,-60.742232,3,TRUE
49.06069,-67.060033,3,TRUE
60.894339,-38.947805,3,TRUE
8.98444,-60.859519,3,TRUE
1.930623,-55.157995,3,TRUE
44.82,-23.508651,3,TRUE
33.284946,-39.03689,3,TRUE
8.751367,-41.591446,3,TRUE
10.316284,-84.312465,3,TRUE
10.164073,-79.626663,3,TRUE
17.676792,-38.521219,3,TRUE
23.603103,-17.567682,3,TRUE
17.666828,-20.527592,3,TRUE
8.704653,-24.612273,3,TRUE
30.758781,-51.235732,3,TRUE
35.23491,-25.679482,3,TRUE
36.607215,-57.309998,3,TRUE
28.869279,-61.678551,3,TRUE
37.239484,-47.678677,3,TRUE
45.884119,-42.604776,3,TRUE
10.698598,-29.066405,3,TRUE
29.475742,-67.665951,3,TRUE
29.412813,-44.841715,3,TRUE
39.634726,-19.501323,3,TRUE
29.092759,-31.77913,3,TRUE
18.494386,-55.33593,3,TRUE
8.10543,-53.291855,3,TRUE
38.0307,-34.486331,3,TRUE
