@relation R_data_frame

@attribute X1 numeric
@attribute X2 numeric
@attribute Class {setosa,versicolor,virginica}
@attribute IsCC {FALSE,TRUE}

@data
-24.497031,27.2052,versicolor,TRUE
7.871174,16.70338,versicolor,TRUE
-10.808873,45.442007,versicolor,TRUE
-14.462241,28.145839,versicolor,TRUE
-0.906313,6.02499,versicolor,TRUE
13.448759,13.562334,versicolor,TRUE
-10.822596,21.178572,versicolor,TRUE
-18.082913,42.686242,versicolor,TRUE
-18.585084,23.657335,versicolor,TRUE
-6.70331,-3.347864,versicolor,TRUE
13.72856,2.275895,versicolor,TRUE
-14.681709,17.343569,versicolor,TRUE
-58.893014,10.035565,virginica,TRUE
-43.161467,23.124386,virginica,TRUE
-24.091263,-14.733386,virginica,TRUE
-19.007674,36.926026,virginica,TRUE
-38.659619,10.944579,virginica,TRUE
12.240408,30.708068,virginica,TRUE
-54.223692,29.171791,virginica,FALSE
9.410258,36.786241,virginica,TRUE
-9.193783,10.472674,virginica,TRUE
-46.784052,-4.269446,virginica,TRUE
-38.865998,-4.184961,virginica,TRUE
-20.674974,0.999264,virginica,TRUE
-31.818173,-9.149734,virginica,TRUE
-49.398753,14.718317,virginica,TRUE
-60.939919,-5.756312,virginica,TRUE
-53.251796,-5.751171,virginica,TRUE
-19.519646,31.143659,virginica,TRUE
11.87508,52.149324,virginica,TRUE
2.914276,-22.840221,virginica,TRUE
-0.983147,18.368583,virginica,TRUE
-40.67545,-9.950542,virginica,TRUE
-52.027679,20.393462,virginica,TRUE
18.190954,33.010817,virginica,TRUE
-25.338288,-2.390824,virginica,TRUE
-38.118244,4.816004,virginica,TRUE
9.358998,42.756974,virginica,TRUE
-27.372811,2.3601,virginica,TRUE
-32.158906,13.648295,virginica,TRUE
-32.483081,7.393398,virginica,TRUE
14.16189,38.339587,virginica,FALSE
3.963778,-17.003416,virginica,TRUE
15.288448,49.519205,virginica,TRUE
-44.340407,7.401953,virginica,TRUE
-6.890275,33.065329,virginica,TRUE
-3.432339,45.362624,virginica,TRUE
-9.936635,-31.13081,virginica,TRUE
-59.488106,4.05625,virginica,TRUE
-24.125022,36.364239,virginica,TRUE
-36.38506,16.157,virginica,TRUE
-34.626862,-13.967518,virginica,TRUE
-46.99291,-12.410621,virginica,TRUE
-43.020212,-23.507674,virginica,TRUE
-44.317133,19.131132,virginica,TRUE
-42.440081,0.495393,virginica,TRUE
-52.742874,-10.857113,virginica,TRUE
-45.662603,-19.728134,virginica,TRUE
-45.107039,36.920521,virginica,TRUE
-33.195647,-2.702766,virginica,TRUE
-55.099983,5.292112,virginica,TRUE
-34.928695,30.469516,virginica,TRUE
